datetime,count,inches
Oct 27 2013  9:40AM, 77.86, 0.01
Oct 27 2013  6:56AM, 77.85, 0.02
Oct 27 2013  6:40AM, 77.83, 0.01
Oct 27 2013  5:56AM, 77.82, 0.01
Oct 27 2013  5:10AM, 77.81, 0.01
Oct 27 2013  4:40AM, 77.80, 0.34
Oct 21 2013  7:40PM, 77.46, 0.01
Oct 21 2013  7:25PM, 77.45, 0.11
Oct 16 2013  1:40PM, 77.34, 0.01
Oct 16 2013  1:25PM, 77.33, 0.01
Oct 16 2013  1:10PM, 77.32, 0.03
Oct 16 2013 12:55PM, 77.29, 0.02
Oct 16 2013 12:11PM, 77.27, 0.01
Oct 16 2013  9:55AM, 77.26, 0.01
Oct 16 2013  8:55AM, 77.25, 0.03
Oct 16 2013  8:40AM, 77.22, 0.02
Oct 16 2013  8:10AM, 77.20, 0.02
Oct 16 2013  7:55AM, 77.18, 0.01
Oct 16 2013  7:40AM, 77.17, 0.05
Oct 16 2013  7:25AM, 77.12, 0.13
Oct 16 2013  7:10AM, 76.99, 0.34
Oct 16 2013  6:55AM, 76.65, 0.41
Oct 16 2013  6:40AM, 76.24, 0.06
Oct 16 2013  6:25AM, 76.18, 0.01
Oct 16 2013  5:56AM, 76.17, 0.03
Oct 16 2013  5:40AM, 76.14, 0.01
Oct 14 2013  1:40PM, 76.13, 0.01
Oct 14 2013  1:25PM, 76.12, 0.07
Oct 14 2013  1:10PM, 76.05, 0.04
Oct 14 2013  9:55AM, 76.01, 0.07
Oct 14 2013  9:40AM, 75.94, 0.03
Oct 13 2013  8:25PM, 75.91, 0.01
Oct 13 2013  7:55PM, 75.90, 0.01
Oct 13 2013  4:25PM, 75.89, 0.01
Oct 13 2013 10:40AM, 75.88, 0.01
Oct 13 2013 10:25AM, 75.87, 0.01
Oct 13 2013 10:10AM, 75.86, 0.02
Oct 13 2013  9:55AM, 75.84, 0.01
Oct 13 2013  9:25AM, 75.83, 0.02
Oct 13 2013  9:10AM, 75.81, 0.04
Oct 13 2013  8:55AM, 75.77, 0.06
Oct 13 2013  8:40AM, 75.71, 0.07
Oct 13 2013  8:25AM, 75.64, 0.08
Oct 13 2013  8:11AM, 75.56, 0.04
Oct 13 2013  7:56AM, 75.52, 0.07
Oct 13 2013  7:40AM, 75.45, 0.07
Oct 13 2013  7:25AM, 75.38, 0.06
Oct 13 2013  7:10AM, 75.32, 0.05
Oct 13 2013  6:55AM, 75.27, 0.06
Oct 13 2013  6:40AM, 75.21, 0.08
Oct 13 2013  6:25AM, 75.13, 0.11
Oct 13 2013  6:10AM, 75.02, 0.12
Oct 13 2013  5:55AM, 74.90, 0.42
Oct 13 2013  5:40AM, 74.48, 0.14
Oct 13 2013  5:25AM, 74.34, 0.19
Oct 13 2013  5:11AM, 74.15, 0.15
Oct 13 2013  4:56AM, 74.00, 0.14
Oct 13 2013  4:41AM, 73.86, 0.16
Oct 13 2013  4:25AM, 73.70, 0.02
Oct 13 2013  4:11AM, 73.68, 0.03
Oct 13 2013  3:55AM, 73.65, 0.08
Oct 13 2013  3:40AM, 73.57, 0.01
Oct 13 2013  3:25AM, 73.56, 0.14
Oct 13 2013  1:40AM, 73.42, 0.13
Oct 13 2013  1:25AM, 73.29, 0.33
Oct 13 2013  1:11AM, 72.96, 0.24
Oct 13 2013 12:55AM, 72.72, 0.74
Oct 13 2013 12:40AM, 71.98, 0.67
Oct 13 2013 12:25AM, 71.31, 0.43
Oct 13 2013 12:11AM, 70.88, 0.09
Oct 12 2013 11:56PM, 70.79, 0.08
Oct 12 2013 11:40PM, 70.71, 0.06
Oct 12 2013 11:25PM, 70.65, 0.08
Oct 12 2013 11:10PM, 70.57, 0.07
Oct 12 2013 10:56PM, 70.50, 0.10
Oct 12 2013 10:41PM, 70.40, 0.03
Oct 12 2013 10:25PM, 70.37, 0.05
Oct 12 2013 10:10PM, 70.32, 0.02
Oct 12 2013  9:40PM, 70.30, 0.01
Oct  6 2013  7:26AM, 70.29, 0.01
Oct  6 2013  5:25AM, 70.28, 0.01
Oct  6 2013  4:55AM, 70.27, 0.01
Oct  6 2013  4:40AM, 70.26, 0.05
Oct  6 2013  4:25AM, 70.21, 0.04
Oct  6 2013  4:10AM, 70.17, 0.06
Oct  6 2013  3:55AM, 70.11, 0.26
Oct  6 2013  3:41AM, 69.85, 0.13
Oct  6 2013  3:25AM, 69.72, 0.17
Sep 30 2013  8:55AM, 69.55, 0.01
Sep 29 2013  2:25PM, 69.54, 0.01
Sep 29 2013  2:11PM, 69.53, 0.01
Sep 29 2013  6:10AM, 69.52, 0.01
Sep 29 2013  5:26AM, 69.51, 0.02
Sep 29 2013  5:10AM, 69.49, 0.02
Sep 29 2013  4:56AM, 69.47, 0.03
Sep 29 2013  4:41AM, 69.44, 0.03
Sep 29 2013  4:25AM, 69.41, 0.01
Sep 29 2013  4:11AM, 69.40, 0.02
Sep 29 2013  3:56AM, 69.38, 0.01
Sep 29 2013  3:11AM, 69.37, 0.02
Sep 29 2013  2:56AM, 69.35, 0.03
Sep 29 2013  2:41AM, 69.32, 0.04
Sep 29 2013  2:25AM, 69.28, 0.03
Sep 29 2013  2:10AM, 69.25, 0.03
Sep 29 2013  1:56AM, 69.22, 0.05
Sep 29 2013  1:41AM, 69.17, 0.06
Sep 29 2013  1:26AM, 69.11, 0.11
Sep 29 2013  1:10AM, 69.00, 0.34
Sep 29 2013 12:56AM, 68.66, 0.42
Sep 29 2013 12:40AM, 68.24, 0.29
Sep 29 2013 12:25AM, 67.95, 0.17
Sep 29 2013 12:10AM, 67.78, 0.38
Sep 28 2013 11:55PM, 67.40, 0.19
Sep 28 2013 11:40PM, 67.21, 0.03
Sep 28 2013  5:25PM, 67.18, 0.01
Sep 28 2013  5:11PM, 67.17, 0.02
Sep 28 2013  4:55PM, 67.15, 0.55
Sep 28 2013  4:40PM, 66.60, 0.06
Sep 28 2013  3:40AM, 66.54, 0.06
Sep 27 2013  4:40PM, 66.48, 0.03
Sep 21 2013  1:25AM, 66.45, 0.01
Sep 20 2013 10:40PM, 66.44, 0.01
Sep 20 2013  6:40PM, 66.43, 0.01
Sep 20 2013  5:41PM, 66.42, 0.01
Sep 20 2013  5:25PM, 66.41, 0.01
Sep 20 2013  4:25PM, 66.40, 0.05
Sep 20 2013  4:10PM, 66.35, 0.06
Sep 20 2013  3:55PM, 66.29, 0.02
Sep 20 2013  3:40PM, 66.27, 0.01
Sep 20 2013  3:25PM, 66.26, 0.04
Sep 20 2013  3:10PM, 66.22, 0.01
Sep 20 2013  2:55PM, 66.21, 0.15
Sep 20 2013  2:40PM, 66.06, 0.23
Sep 20 2013  2:25PM, 65.83, 0.01
Sep 20 2013  2:10PM, 65.82, 0.03
Sep 20 2013  1:55PM, 65.79, 0.20
Sep 20 2013  1:40PM, 65.59, 0.34
Sep 20 2013  1:25PM, 65.25, 0.37
Sep 20 2013  1:10PM, 64.88, 0.50
Sep 20 2013 12:55PM, 64.38, 0.08
Sep 20 2013 12:40PM, 64.30, 0.10
Sep 20 2013 12:25PM, 64.20, 0.19
Sep 20 2013 10:55AM, 64.01, 0.01
Sep 20 2013 10:11AM, 64.00, 0.01
Sep 20 2013  9:40AM, 63.99, 0.01
Sep 20 2013  6:40AM, 63.98, 0.01
Sep 20 2013  6:25AM, 63.97, 0.05
Sep 20 2013  4:55AM, 63.92, 0.01
Sep 20 2013  4:40AM, 63.91, 0.03
Sep 19 2013  7:55PM, 63.88, 0.01
Sep 19 2013  6:25PM, 63.87, 0.28
Sep 19 2013  6:10PM, 63.59, 0.13
Sep 19 2013  3:25PM, 63.46, 0.07
Sep 16 2013 11:11PM, 63.39, 0.01
Sep 16 2013  9:11PM, 63.38, 0.07
Sep 16 2013  8:55PM, 63.31, 0.15
Sep 16 2013  7:55PM, 63.16, 0.02
Sep 10 2013  5:10PM, 63.14, 0.01
Sep 10 2013  4:55PM, 63.13, 0.03
Sep  9 2013  5:40PM, 63.10, 0.01
Sep  9 2013  5:25PM, 63.09, 0.01
Sep  9 2013  4:56PM, 63.08, 0.01
Sep  9 2013  3:40PM, 63.07, 0.03
Sep  4 2013  4:25AM, 63.04, 0.01
Sep  4 2013  4:10AM, 63.03, 0.07
Aug 15 2013 11:10PM, 62.96, 0.01
Aug 15 2013  9:56PM, 62.95, 0.01
Aug 15 2013  9:41PM, 62.94, 0.05
Aug 15 2013  9:26PM, 62.89, 0.89
Aug 15 2013  9:10PM, 62.00, 0.86
Aug 15 2013  8:56PM, 61.14, 0.43
Jul 27 2013  1:26AM, 60.71, 0.01
Jul 27 2013  1:11AM, 60.70, 0.02
Jul 27 2013 12:55AM, 60.68, 0.01
Jul 27 2013 12:40AM, 60.67, 0.02
Jul 27 2013 12:26AM, 60.65, 0.24
Jul 27 2013 12:10AM, 60.41, 0.23
Jul 26 2013 11:56PM, 60.18, 0.02
Jul 26 2013 12:10PM, 60.16, 0.11
Jul 17 2013  7:55PM, 60.05, 0.01
Jul 17 2013  6:55PM, 60.04, 0.01
Jul 17 2013  6:40PM, 60.03, 0.02
Jul 17 2013  6:25PM, 60.01, 0.01
Jul 17 2013  6:10PM, 60.00, 0.02
Jul 17 2013  5:55PM, 59.98, 0.02
Jul 17 2013  5:40PM, 59.96, 0.02
Jul 17 2013  5:25PM, 59.94, 0.03
Jul 17 2013  5:11PM, 59.91, 0.01
Jul 17 2013  4:55PM, 59.90, 0.03
Jul 17 2013  4:40PM, 59.87, 0.22
Jul 17 2013  4:25PM, 59.65, 0.06
Jul 17 2013  5:11AM, 59.59, 0.01
Jul 17 2013  4:56AM, 59.58, 0.02
Jul 16 2013  6:40AM, 59.56, 0.01
Jul 15 2013  8:56PM, 59.55, 0.01
Jul 15 2013  8:25PM, 59.54, 0.01
Jul 15 2013  7:56PM, 59.53, 0.01
Jul 15 2013  7:40PM, 59.52, 0.15
Jul 15 2013  4:40PM, 59.37, 0.02
Jul 15 2013  4:25PM, 59.35, 0.09
Jul 15 2013  1:55PM, 59.26, 0.01
Jul 15 2013  1:10PM, 59.25, 0.03
Jul 15 2013 12:55PM, 59.22, 0.08
Jul 15 2013 12:40PM, 59.14, 0.03
Jul 15 2013 11:40AM, 59.11, 0.01
Jul 15 2013  7:56AM, 59.10, 0.01
Jul 15 2013  7:10AM, 59.09, 0.01
Jul 15 2013  6:56AM, 59.08, 0.01
Jul 15 2013  6:40AM, 59.07, 0.02
Jul 15 2013  6:25AM, 59.05, 0.03
Jul 15 2013  6:10AM, 59.02, 0.03
Jul 15 2013  5:56AM, 58.99, 0.02
Jul  8 2013 10:55AM, 58.97, 0.07
Jul  8 2013 10:40AM, 58.90, 0.12
Jun 30 2013  7:26AM, 58.78, 0.11
Jun 30 2013  7:11AM, 58.67, 0.01
Jun 30 2013  6:10AM, 58.66, 0.10
Jun 30 2013  5:56AM, 58.56, 0.17
Jun 30 2013  4:41AM, 58.39, 0.05
Jun 30 2013  4:26AM, 58.34, 0.01
Jun 30 2013  3:56AM, 58.33, 0.06
Jun 30 2013  3:41AM, 58.27, 0.05
Jun 30 2013  3:11AM, 58.22, 0.03
Jun 30 2013  2:56AM, 58.19, 0.03
Jun 18 2013  7:55AM, 58.16, 0.01
Jun 11 2013 10:55AM, 58.15, 0.01
Jun  9 2013  9:40AM, 58.14, 0.03
Jun  9 2013  9:26AM, 58.11, 0.13
Jun  2 2013  6:40AM, 57.98, 0.01
Jun  2 2013  6:11AM, 57.97, 0.02
Jun  2 2013  5:56AM, 57.95, 0.03
Jun  2 2013  5:41AM, 57.92, 0.01
Jun  2 2013  5:10AM, 57.91, 0.06
Jun  2 2013  4:55AM, 57.85, 0.03
May 26 2013  6:56AM, 57.82, 0.01
May 26 2013  6:41AM, 57.81, 0.07
May 26 2013  6:25AM, 57.74, 0.01
May 25 2013 12:55PM, 57.73, 0.01
May 25 2013 12:41PM, 57.72, 0.02
May 25 2013 12:25PM, 57.70, 0.01
May 25 2013 11:41AM, 57.69, 0.01
May 25 2013 11:25AM, 57.68, 0.02
May 25 2013 11:10AM, 57.66, 0.04
May 25 2013 10:56AM, 57.62, 0.05
May 25 2013 10:40AM, 57.57, 0.04
May 25 2013 10:25AM, 57.53, 0.03
May 25 2013 10:10AM, 57.50, 0.02
May 25 2013  9:56AM, 57.48, 0.01
May 25 2013  9:40AM, 57.47, 0.02
May 25 2013  9:25AM, 57.45, 0.02
May 25 2013  9:11AM, 57.43, 0.04
May 25 2013  8:55AM, 57.39, 0.02
May 25 2013  8:40AM, 57.37, 0.02
May 25 2013  8:25AM, 57.35, 0.02
May 25 2013  8:11AM, 57.33, 0.01
May 25 2013  7:56AM, 57.32, 0.01
May 25 2013  7:40AM, 57.31, 0.02
May 25 2013  7:25AM, 57.29, 0.02
May 25 2013  7:10AM, 57.27, 0.01
May 25 2013  6:56AM, 57.26, 0.01
May 25 2013  6:40AM, 57.25, 0.01
May 25 2013  6:25AM, 57.24, 0.01
May 24 2013  7:10PM, 57.23, 0.01
May 24 2013  6:56PM, 57.22, 0.03
May 24 2013  6:41PM, 57.19, 0.23
May 24 2013  6:26PM, 56.96, 0.06
May 24 2013  6:11PM, 56.90, 0.11
May 24 2013  5:56PM, 56.79, 0.33
May 24 2013  5:10PM, 56.46, 0.02
May 24 2013  4:55PM, 56.44, 0.04
May 24 2013  4:40PM, 56.40, 0.03
May 24 2013  4:25PM, 56.37, 0.12
May 24 2013  4:10PM, 56.25, 0.16
May 24 2013  3:56PM, 56.09, 0.09
May 24 2013  3:40PM, 56.00, 0.56
May 24 2013  3:25PM, 55.44, 1.10
May 24 2013  3:10PM, 54.34, 0.42
May 24 2013  2:55PM, 53.92, 0.42
May 24 2013  2:40PM, 53.50, 0.29
May 24 2013  2:25PM, 53.21, 0.02
May 15 2013  7:25AM, 53.19, 0.01
May 15 2013  5:56AM, 53.18, 0.02
May 15 2013  5:26AM, 53.16, 0.01
May 15 2013  4:26AM, 53.15, 0.04
May 15 2013  4:11AM, 53.11, 0.05
May 10 2013  9:25PM, 53.06, 0.01
May 10 2013  9:10PM, 53.05, 0.02
May 10 2013  8:55PM, 53.03, 0.03
May 10 2013  8:40PM, 53.00, 0.05
May 10 2013  8:26PM, 52.95, 0.15
May 10 2013  8:10PM, 52.80, 0.39
May 10 2013  7:55PM, 52.41, 0.86
May 10 2013  9:25AM, 51.55, 0.01
May 10 2013  9:10AM, 51.54, 0.05
May 10 2013  8:55AM, 51.49, 0.02
May 10 2013  8:40AM, 51.47, 0.01
May 10 2013  8:10AM, 51.46, 0.02
May 10 2013 12:25AM, 51.44, 0.01
May  9 2013  4:40PM, 51.43, 0.01
May  9 2013  4:25PM, 51.42, 0.02
May  9 2013  4:10PM, 51.40, 0.01
Apr 29 2013  6:56PM, 51.39, 0.06
Apr 29 2013  6:41PM, 51.33, 0.02
Apr 27 2013 10:55PM, 51.31, 0.01
Apr 27 2013 10:41PM, 51.30, 0.02
Apr 27 2013 10:25PM, 51.28, 0.41
Apr 27 2013 10:10PM, 50.87, 0.23
Apr 27 2013  9:55PM, 50.64, 0.02
Apr 27 2013  9:26PM, 50.62, 0.01
Apr 27 2013  8:10AM, 50.61, 0.01
Apr 27 2013  7:40AM, 50.60, 0.01
Apr 23 2013 11:40PM, 50.59, 0.03
Apr 18 2013 12:11PM, 50.56, 0.01
Apr 18 2013 11:55AM, 50.55, 0.01
Apr 18 2013 11:10AM, 50.54, 0.01
Apr 18 2013 10:25AM, 50.53, 0.01
Apr 18 2013 10:10AM, 50.52, 0.04
Apr 18 2013  9:55AM, 50.48, 0.01
Apr 18 2013  9:40AM, 50.47, 0.02
Apr 18 2013  9:25AM, 50.45, 0.04
Apr 18 2013  8:40AM, 50.41, 0.01
Apr 18 2013  8:25AM, 50.40, 0.01
Apr 18 2013  8:10AM, 50.39, 0.04
Apr 18 2013  7:55AM, 50.35, 0.08
Apr 17 2013 11:55AM, 50.27, 0.01
Apr 11 2013  5:10AM, 50.26, 0.02
Apr 11 2013  4:55AM, 50.24, 0.03
Apr 10 2013 11:25AM, 50.21, 0.01
Apr 10 2013 10:55AM, 50.20, 0.01
Apr 10 2013 10:40AM, 50.19, 0.02
Apr 10 2013  9:40AM, 50.17, 0.01
Apr 10 2013  9:25AM, 50.16, 0.02
Apr 10 2013  9:10AM, 50.14, 0.02
Apr 10 2013  8:55AM, 50.12, 0.03
Apr 10 2013  8:40AM, 50.09, 0.01
Apr 10 2013  8:25AM, 50.08, 0.02
Apr 10 2013  7:55AM, 50.06, 0.01
Apr  3 2013  4:56PM, 50.05, 0.02
Apr  3 2013  1:25PM, 50.03, 0.02
Apr  3 2013  1:10PM, 50.01, 0.03
Apr  3 2013 12:25PM, 49.98, 0.01
Apr  3 2013 11:55AM, 49.97, 0.01
Apr  3 2013 11:40AM, 49.96, 0.01
Apr  3 2013 11:25AM, 49.95, 0.02
Apr  3 2013 10:55AM, 49.93, 0.02
Apr  3 2013  2:25AM, 49.91, 0.02
Apr  3 2013  2:10AM, 49.89, 0.04
Apr  3 2013  1:55AM, 49.85, 0.08
Apr  3 2013  1:40AM, 49.77, 0.05
Apr  3 2013  1:25AM, 49.72, 0.05
Apr  3 2013  1:10AM, 49.67, 0.06
Apr  3 2013 12:55AM, 49.61, 0.03
Apr  3 2013 12:40AM, 49.58, 0.03
Apr  3 2013 12:25AM, 49.55, 0.16
Apr  3 2013 12:10AM, 49.39, 0.25
Apr  2 2013 11:55PM, 49.14, 0.01
Apr  2 2013  7:10PM, 49.13, 0.01
Apr  2 2013  6:40PM, 49.12, 0.16
Apr  2 2013  6:25PM, 48.96, 0.21
Apr  2 2013  6:10PM, 48.75, 0.06
Apr  2 2013  5:55PM, 48.69, 1.11
Apr  2 2013  5:40PM, 47.58, 0.46
Apr  2 2013  5:10PM, 47.12, 0.03
Apr  2 2013  4:55PM, 47.09, 0.01
Apr  2 2013  4:40PM, 47.08, 0.01
Apr  2 2013  8:10AM, 47.07, 0.01
Apr  2 2013  7:40AM, 47.06, 0.01
Apr  2 2013  7:26AM, 47.05, 0.02
Apr  2 2013  7:10AM, 47.03, 0.01
Mar 31 2013  5:11PM, 47.02, 0.01
Mar 20 2013  4:55AM, 47.01, 0.03
Mar 20 2013  4:40AM, 46.98, 0.04
Mar 20 2013  4:25AM, 46.94, 0.12
Mar 10 2013  4:40AM, 46.82, 0.01
Mar 10 2013  3:55AM, 46.81, 0.01
Mar 10 2013  3:40AM, 46.80, 0.18
Mar 10 2013  3:25AM, 46.62, 0.52
Mar 10 2013  3:10AM, 46.10, 0.31
Mar 10 2013  1:55AM, 45.79, 0.02
Mar 10 2013  1:40AM, 45.77, 0.03
Mar 10 2013  1:25AM, 45.74, 0.16
Mar 10 2013  1:10AM, 45.58, 0.05
Mar 10 2013 12:55AM, 45.53, 0.02
Mar 10 2013 12:40AM, 45.51, 0.03
Mar 10 2013 12:25AM, 45.48, 0.01
Mar 10 2013 12:10AM, 45.47, 0.01
Mar  8 2013  4:55PM, 45.46, 0.01
Mar  8 2013  1:40PM, 45.45, 0.01
Mar  8 2013  1:25PM, 45.44, 0.01
Mar  8 2013  1:10PM, 45.43, 0.03
Mar  8 2013 12:55PM, 45.40, 0.01
Mar  8 2013 12:40PM, 45.39, 0.02
Mar  8 2013 12:25PM, 45.37, 0.01
Mar  8 2013 12:10PM, 45.36, 0.02
Mar  8 2013 10:25AM, 45.34, 0.01
Mar  8 2013  9:40AM, 45.33, 0.01
Feb 21 2013 12:56AM, 45.32, 0.01
Feb 20 2013 11:25PM, 45.31, 0.01
Feb 20 2013  4:25PM, 45.30, 0.01
Feb 15 2013 11:25AM, 45.29, 0.01
Feb 12 2013  6:40AM, 45.28, 0.01
Feb 11 2013  2:25PM, 45.27, 0.01
Feb 11 2013 11:55AM, 45.26, 0.01
Feb 11 2013 11:40AM, 45.25, 0.02
Feb 11 2013 11:25AM, 45.23, 0.05
Feb 11 2013 11:10AM, 45.18, 0.01
Feb 11 2013  9:25AM, 45.17, 0.01
Feb 11 2013  7:55AM, 45.16, 0.01
Feb 11 2013  2:56AM, 45.15, 0.01
Feb 11 2013  2:40AM, 45.14, 0.01
Feb 10 2013  6:26AM, 45.13, 0.04
Feb 10 2013  6:10AM, 45.09, 0.02
Feb 10 2013  5:55AM, 45.07, 0.09
Feb  9 2013  5:40PM, 44.98, 0.01
Feb  9 2013  1:55PM, 44.97, 0.01
Feb  6 2013  5:55AM, 44.96, 0.01
Feb  6 2013  5:25AM, 44.95, 0.02
Feb  6 2013 12:41AM, 44.93, 0.01
Jan 29 2013  6:25PM, 44.92, 0.06
Jan 15 2013  8:10AM, 44.86, 0.01
Jan 15 2013  6:10AM, 44.85, 0.01
Jan 15 2013  5:26AM, 44.84, 0.01
Jan 15 2013  4:26AM, 44.83, 0.01
Jan 15 2013  3:25AM, 44.82, 0.01
Jan 12 2013  4:40AM, 44.81, 0.01
Jan  9 2013  1:10PM, 44.80, 0.01
Jan  9 2013 12:10PM, 44.79, 0.01
Jan  9 2013 11:10AM, 44.78, 0.01
Jan  9 2013 10:40AM, 44.77, 0.01
Jan  9 2013 10:10AM, 44.76, 0.01
Jan  9 2013  9:55AM, 44.75, 0.02
Jan  9 2013  9:40AM, 44.73, 0.06
Jan  9 2013  9:25AM, 44.67, 0.03
Jan  9 2013  9:10AM, 44.64, 0.03
Jan  9 2013  8:55AM, 44.61, 0.03
Jan  9 2013  8:40AM, 44.58, 0.04
Jan  9 2013  7:40AM, 44.54, 0.01
Jan  9 2013  7:25AM, 44.53, 0.01
Jan  9 2013  7:10AM, 44.52, 0.07
Jan  9 2013  6:56AM, 44.45, 0.07
Jan  9 2013  6:40AM, 44.38, 0.08
Jan  9 2013  6:25AM, 44.30, 0.03
Jan  9 2013  6:10AM, 44.27, 0.02
Jan  9 2013  5:55AM, 44.25, 0.01
Jan  9 2013  5:40AM, 44.24, 0.03
Jan  9 2013  5:25AM, 44.21, 0.02
Jan  9 2013  4:55AM, 44.19, 0.04
Jan  9 2013  4:40AM, 44.15, 0.08
Jan  9 2013  4:25AM, 44.07, 0.04
Jan  9 2013  4:10AM, 44.03, 0.01
Jan  9 2013  3:55AM, 44.02, 0.03
Jan  9 2013  3:41AM, 43.99, 0.07
Jan  9 2013  3:25AM, 43.92, 0.07
Jan  9 2013  3:11AM, 43.85, 0.12
Jan  9 2013  2:55AM, 43.73, 0.05
Jan  9 2013  2:40AM, 43.68, 0.06
Jan  9 2013  2:25AM, 43.62, 0.07
Jan  9 2013  2:10AM, 43.55, 0.13
Jan  9 2013  1:55AM, 43.42, 0.04
Jan  9 2013  1:41AM, 43.38, 0.07
Jan  9 2013  1:25AM, 43.31, 0.07
Jan  9 2013  1:10AM, 43.24, 0.14
Jan  9 2013 12:56AM, 43.10, 0.20
Jan  9 2013 12:41AM, 42.90, 0.12
Jan  9 2013 12:25AM, 42.78, 0.03
Jan  9 2013 12:10AM, 42.75, 0.02
Jan  8 2013 11:55PM, 42.73, 0.05
Jan  8 2013 10:56PM, 42.68, 0.01
Jan  8 2013 10:41PM, 42.67, 0.01
Jan  8 2013 10:25PM, 42.66, 0.04
Jan  8 2013 10:10PM, 42.62, 0.02
Jan  8 2013  9:55PM, 42.60, 0.07
Jan  8 2013  9:40PM, 42.53, 0.02
Jan  8 2013  9:10PM, 42.51, 0.05
Jan  8 2013  8:55PM, 42.46, 0.01
Jan  8 2013  7:25PM, 42.45, 0.05
Jan  8 2013  6:10PM, 42.40, 0.01
Jan  8 2013  5:55PM, 42.39, 0.01
Jan  8 2013  4:25PM, 42.38, 0.01
Jan  8 2013  3:55PM, 42.37, 0.01
Jan  8 2013  3:40PM, 42.36, 0.01
Jan  8 2013  3:10PM, 42.35, 0.01
Jan  8 2013  2:25PM, 42.34, 0.01
Jan  8 2013  2:10PM, 42.33, 0.01
Jan  8 2013  1:10PM, 42.32, 0.01
Jan  8 2013 12:10PM, 42.31, 0.01
Jan  8 2013 11:55AM, 42.30, 0.01
Jan  8 2013 11:40AM, 42.29, 0.02
Jan  8 2013  9:40AM, 42.27, 0.01
Jan  8 2013  8:10AM, 42.26, 0.01
Jan  8 2013  7:55AM, 42.25, 0.01
Jan  8 2013  6:41AM, 42.24, 0.01
Jan  8 2013  4:55AM, 42.23, 0.01
Jan  8 2013  4:40AM, 42.22, 0.01
Jan  8 2013  4:25AM, 42.21, 0.01
Jan  8 2013  4:10AM, 42.20, 0.01
Jan  8 2013  3:26AM, 42.19, 0.01
Jan  5 2013  5:55AM, 42.18, 0.01
Jan  4 2013  9:10PM, 42.17, 0.01
Jan  4 2013  8:55PM, 42.16, 0.02
Jan  4 2013  6:25PM, 42.14, 0.01
Jan  4 2013  5:40PM, 42.13, 0.01
Jan  4 2013  4:55PM, 42.12, 0.01
Jan  4 2013  4:40PM, 42.11, 0.01
Jan  4 2013  4:26PM, 42.10, 0.01
Jan  4 2013  4:10PM, 42.09, 0.02
Jan  4 2013  3:55PM, 42.07, 0.01
Jan  4 2013  3:40PM, 42.06, 0.01
Jan  4 2013  3:25PM, 42.05, 0.01
Jan  4 2013  2:10PM, 42.04, 0.01
Jan  4 2013  1:40PM, 42.03, 0.01
Jan  4 2013  1:25PM, 42.02, 0.01
Jan  4 2013  1:10PM, 42.01, 0.01
Jan  4 2013 10:25AM, 42.00, 0.01
Jan  4 2013 10:10AM, 41.99, 0.01
Jan  4 2013  8:55AM, 41.98, 0.01
Jan  4 2013  8:10AM, 41.97, 0.01
Jan  4 2013  7:55AM, 41.96, 0.01
Jan  4 2013  5:26AM, 41.95, 0.01
Jan  4 2013  5:10AM, 41.94, 0.05
Jan  4 2013  4:40AM, 41.89, 0.01
Jan  4 2013  1:56AM, 41.88, 0.01
Jan  1 2013  6:25AM, 41.87, 0.01
Jan  1 2013  4:40AM, 41.86, 0.01
Jan  1 2013  3:55AM, 41.85, 0.01
Jan  1 2013  1:40AM, 41.84, 0.03
Jan  1 2013  1:10AM, 41.81, 0.01
Jan  1 2013 12:56AM, 41.80, 0.03
Jan  1 2013 12:41AM, 41.77, 0.03
Jan  1 2013 12:11AM, 41.74, 0.01
Dec 31 2012 11:55PM, 41.73, 0.04
Dec 31 2012 11:40PM, 41.69, 0.07
Dec 31 2012 10:40PM, 41.62, 0.03
Dec 31 2012  8:25PM, 41.59, 0.01
Dec 31 2012  6:25PM, 41.58, 0.01
Dec 31 2012  3:25PM, 41.57, 0.01
Dec 31 2012  1:25PM, 41.56, 0.01
Dec 31 2012 11:40AM, 41.55, 0.01
Dec 31 2012 10:25AM, 41.54, 0.01
Dec 31 2012  9:10AM, 41.53, 0.01
Dec 31 2012  8:40AM, 41.52, 0.01
Dec 31 2012  8:25AM, 41.51, 0.01
Dec 31 2012  8:10AM, 41.50, 0.01
Dec 31 2012  7:25AM, 41.49, 0.01
Dec 31 2012  6:11AM, 41.48, 0.01
Dec 31 2012  5:55AM, 41.47, 0.01
Dec 31 2012  4:25AM, 41.46, 0.01
Dec 31 2012  3:55AM, 41.45, 0.01
Dec 31 2012  3:11AM, 41.44, 0.01
Dec 31 2012  2:55AM, 41.43, 0.01
Dec 31 2012  2:25AM, 41.42, 0.01
Dec 31 2012  1:55AM, 41.41, 0.01
Dec 31 2012  1:10AM, 41.40, 0.01
Dec 28 2012 11:55AM, 41.39, 0.01
Dec 28 2012  4:40AM, 41.38, 0.01
Dec 16 2012  1:10PM, 41.37, 0.01
Dec 16 2012  7:55AM, 41.36, 0.01
Dec 16 2012  7:10AM, 41.35, 0.01
Dec 16 2012  5:55AM, 41.34, 0.01
Dec 16 2012  5:41AM, 41.33, 0.01
Dec 16 2012  5:25AM, 41.32, 0.04
Dec 16 2012  5:10AM, 41.28, 0.05
Dec 16 2012  4:56AM, 41.23, 0.01
Dec 15 2012  5:40AM, 41.22, 0.02
Dec 15 2012  5:10AM, 41.20, 0.01
